DATE,MinTemp,MaxTemp,AvgTemp,Sunrise,Sunset
2016-02-14,42,60,51,652,1822
2016-02-15,38,58,48,651,1822
2016-02-16,37,59,48,651,1823
2016-02-17,44,57,51,650,1823
2016-02-18,38,57,48,649,1823
2016-02-19,36,57,47,649,1824
2016-02-20,37,59,48,648,1824
2016-02-21,39,61,50,647,1825
2016-02-22,43,60,52,647,1825
2016-02-23,45,63,54,646,1825
2016-02-24,45,62,54,646,1826
2016-02-25,39,53,46,645,1826
2016-02-26,36,53,45,644,1827
2016-02-27,36,59,48,643,1827
2016-02-28,36,55,46,643,1827
2016-02-29,37,60,49,642,1828
2016-03-01,40,60,50,641,1828
2016-03-02,39,61,50,640,1828
2016-03-03,44,57,51,640,1829
2016-03-04,42,58,50,639,1829
2016-03-05,39,56,48,638,1829
2016-03-06,37,60,49,637,1830
2016-03-07,40,58,49,637,1830
2016-03-08,43,66,55,636,1830
2016-03-09,40,60,50,635,1831
2016-03-10,37,57,47,634,1831
2016-03-11,36,52,44,633,1831
2016-03-12,36,54,45,632,1832
2016-03-13,38,53,46,632,1832
2016-03-14,40,54,47,631,1832
2016-03-15,36,52,44,630,1832
2016-03-16,38,51,45,629,1833
2016-03-17,34,55,45,628,1833
2016-03-18,35,53,44,627,1833
2016-03-19,36,55,46,626,1833
2016-03-20,38,54,46,626,1834
2016-03-21,36,55,46,625,1834
2016-03-22,35,52,44,624,1834
2016-03-23,34,46,40,623,1834
2016-03-24,33,47,40,622,1835
2016-03-25,31,51,41,621,1835
2016-03-26,34,50,42,620,1835
2016-03-27,38,56,47,620,1835
2016-03-28,42,60,51,619,1836
2016-03-29,43,61,52,618,1836
2016-03-30,42,60,51,617,1836
2016-03-31,44,59,52,616,1836
2016-04-01,42,57,50,615,1837
2016-04-02,41,59,50,614,1837
2016-04-03,42,62,52,614,1837
2016-04-04,47,60,54,613,1838
2016-04-05,44,61,53,612,1838
2016-04-06,40,59,50,611,1838
2016-04-07,36,60,48,610,1838
2016-04-08,38,54,46,610,1839
2016-04-09,40,56,48,609,1839
2016-04-10,40,54,47,608,1839
2016-04-11,41,60,51,607,1839
2016-04-12,41,59,50,606,1840
2016-04-13,39,59,49,606,1840
2016-04-14,41,57,49,605,1840
2016-04-15,36,53,45,604,1841
2016-04-16,36,51,44,603,1841
2016-04-17,36,53,45,602,1841
2016-04-18,37,58,48,602,1841
2016-04-19,38,54,46,601,1842
2016-04-20,,,,600,1842
2016-04-21,44,55,50,600,1842
2016-04-22,44,56,50,559,1843
2016-04-23,43,57,50,558,1843
2016-04-24,42,59,51,558,1843
2016-04-25,40,55,48,557,1844
2016-04-26,42,57,50,556,1844
2016-04-27,40,61,51,556,1844
2016-04-28,43,57,50,555,1845
2016-04-29,44,61,53,554,1845
2016-04-30,39,57,48,554,1845
2016-05-01,38,60,49,553,1846
2016-05-02,45,63,54,553,1846
2016-05-03,43,60,52,552,1846
2016-05-04,44,65,55,552,1847
2016-05-05,44,58,51,551,1847
2016-05-06,41,56,49,550,1847
2016-05-07,38,55,47,550,1848
2016-05-08,40,53,47,550,1848
2016-05-09,36,52,44,549,1849
2016-05-10,34,52,43,549,1849
2016-05-11,36,54,45,548,1849
2016-05-12,37,53,45,548,1850
2016-05-13,38,50,44,547,1850
2016-05-14,39,61,50,547,1851
2016-05-15,44,59,52,547,1851
2016-05-16,43,60,52,546,1851
2016-05-17,43,60,52,546,1852
2016-05-18,43,58,51,546,1852
2016-05-19,40,61,51,545,1853
2016-05-20,41,57,49,545,1853
2016-05-21,40,58,49,545,1853
2016-05-22,38,56,47,545,1854
2016-05-23,36,51,44,544,1854
2016-05-24,33,51,42,544,1855
2016-05-25,36,49,43,544,1855
2016-05-26,36,52,44,544,1855
2016-05-27,35,52,44,544,1856
2016-05-28,39,51,45,543,1856
2016-05-29,39,53,46,543,1856
2016-05-30,38,55,47,543,1857
2016-05-31,44,54,49,543,1857
2016-06-01,41,54,48,543,1858
2016-06-02,40,58,49,543,1858
2016-06-03,41,56,49,543,1858
2016-06-04,44,60,52,543,1859
2016-06-05,45,58,52,543,1859
2016-06-06,44,57,51,543,1859
2016-06-07,44,59,52,543,1900
2016-06-08,45,58,52,543,1900
2016-06-09,46,60,53,543,1900
2016-06-10,44,61,53,543,1901
2016-06-11,40,54,47,543,1901
2016-06-12,40,58,49,543,1901
2016-06-13,40,58,49,544,1902
2016-06-14,38,57,48,544,1902
2016-06-15,40,55,48,544,1902
2016-06-16,42,61,52,544,1902
2016-06-17,46,60,53,544,1903
2016-06-18,41,60,51,544,1903
2016-06-19,42,60,51,545,1903
2016-06-20,41,57,49,545,1903
2016-06-21,39,56,48,545,1904
2016-06-22,40,56,48,545,1904
2016-06-23,42,56,49,545,1904
2016-06-24,42,58,50,546,1904
2016-06-25,43,56,50,546,1904
2016-06-26,41,55,48,546,1904
2016-06-27,37,53,45,546,1905
2016-06-28,39,53,46,547,1905
2016-06-29,38,54,46,547,1905
2016-06-30,43,58,51,547,1905
2016-07-01,39,57,48,548,1905
2016-07-02,43,63,53,548,1905
2016-07-03,45,67,56,548,1905
2016-07-04,44,58,51,549,1905
2016-07-05,40,54,47,549,1905
2016-07-06,38,56,47,549,1905
2016-07-07,43,61,52,550,1905
2016-07-08,43,60,52,550,1905
2016-07-09,42,56,49,550,1905
2016-07-10,39,51,45,551,1905
2016-07-11,36,50,43,551,1905
2016-07-12,38,52,45,551,1904
2016-07-13,36,54,45,552,1904
2016-07-14,39,56,48,552,1904
2016-07-15,42,57,50,553,1904
2016-07-16,39,57,48,553,1904
2016-07-17,40,54,47,553,1904
2016-07-18,39,49,44,554,1903
2016-07-19,38,52,45,554,1903
2016-07-20,40,55,48,554,1903
2016-07-21,41,62,52,555,1902
2016-07-22,40,57,49,555,1902
2016-07-23,43,52,48,556,1902
2016-07-24,44,51,48,556,1901
2016-07-25,42,58,50,556,1901
2016-07-26,41,59,50,557,1901
2016-07-27,39,57,48,557,1900
2016-07-28,38,59,49,557,1900
2016-07-29,37,58,48,558,1859
2016-07-30,39,57,48,558,1859
2016-07-31,41,55,48,558,1859
2016-08-01,42,56,49,559,1858
2016-08-02,40,58,49,559,1858
2016-08-03,37,57,47,559,1857
2016-08-04,40,58,49,600,1857
2016-08-05,41,62,52,600,1856
2016-08-06,37,59,48,600,1855
2016-08-07,40,58,49,601,1855
2016-08-08,42,60,51,601,1854
2016-08-09,40,60,50,601,1854
2016-08-10,42,62,52,602,1853
2016-08-11,42,60,51,602,1852
2016-08-12,44,61,53,602,1852
2016-08-13,41,54,48,603,1851
2016-08-14,42,53,48,603,1850
2016-08-15,40,56,48,603,1850
2016-08-16,39,56,48,603,1849
2016-08-17,40,60,50,604,1848
2016-08-18,42,59,51,604,1848
2016-08-19,43,57,50,604,1847
2016-08-20,37,59,48,604,1846
2016-08-21,40,54,47,605,1845
2016-08-22,44,49,47,605,1845
2016-08-23,42,53,48,605,1844
2016-08-24,41,53,47,605,1843
2016-08-25,41,54,48,606,1842
2016-08-26,41,58,50,606,1841
2016-08-27,38,54,46,606,1841
2016-08-28,35,53,44,606,1840
2016-08-29,38,50,44,607,1839
2016-08-30,37,58,48,607,1838
2016-08-31,42,49,46,607,1837
2016-09-01,40,54,47,607,1836
2016-09-02,41,59,50,607,1836
2016-09-03,41,52,47,608,1835
2016-09-04,41,52,47,608,1834
2016-09-05,40,55,48,608,1833
2016-09-06,39,59,49,608,1832
2016-09-07,37,55,46,608,1831
2016-09-08,36,52,44,609,1830
2016-09-09,38,55,47,609,1829
2016-09-10,39,56,48,609,1828
2016-09-11,37,56,47,609,1828
2016-09-12,42,57,50,609,1827
2016-09-13,42,57,50,610,1826
2016-09-14,39,52,46,610,1825
2016-09-15,38,46,42,610,1824
2016-09-16,39,54,47,610,1823
2016-09-17,42,55,49,610,1822
2016-09-18,41,57,49,611,1821
2016-09-19,42,60,51,611,1820
2016-09-20,42,59,51,611,1819
2016-09-21,44,59,52,611,1819
2016-09-22,41,55,48,611,1818
2016-09-23,40,55,48,612,1817
2016-09-24,40,54,47,612,1816
2016-09-25,38,55,47,612,1815
2016-09-26,41,58,50,612,1814
2016-09-27,37,50,44,612,1813
2016-09-28,36,53,45,613,1812
2016-09-29,36,59,48,613,1811
2016-09-30,39,58,49,613,1811
2016-10-01,39,56,48,613,1810
2016-10-02,37,55,46,614,1809
2016-10-03,38,49,44,614,1808
2016-10-04,40,51,46,614,1807
2016-10-05,37,53,45,614,1806
2016-10-06,38,50,44,615,1805
2016-10-07,36,52,44,615,1805
2016-10-08,38,52,45,615,1804
2016-10-09,35,55,45,615,1803
2016-10-10,41,56,49,616,1802
2016-10-11,40,56,48,616,1801
2016-10-12,38,63,51,616,1801
2016-10-13,42,62,52,616,1800
2016-10-14,45,63,54,617,1759
2016-10-15,45,64,55,617,1758
2016-10-16,40,58,49,617,1758
2016-10-17,39,58,49,618,1757
2016-10-18,40,56,48,618,1756
2016-10-19,39,57,48,618,1755
2016-10-20,38,51,45,619,1755
2016-10-21,38,55,47,619,1754
2016-10-22,37,56,47,620,1753
2016-10-23,42,62,52,620,1753
2016-10-24,42,61,52,620,1752
2016-10-25,38,56,47,621,1752
2016-10-26,40,59,50,621,1751
2016-10-27,40,58,49,622,1750
2016-10-28,41,55,48,622,1750
2016-10-29,38,54,46,622,1749
2016-10-30,39,55,47,623,1749
2016-10-31,40,56,48,623,1748
2016-11-01,42,55,49,624,1748
2016-11-02,38,58,48,624,1747
2016-11-03,42,59,51,625,1747
2016-11-04,40,58,49,625,1746
2016-11-05,41,58,50,626,1746
2016-11-06,38,59,49,626,1746
2016-11-07,38,56,47,627,1745
2016-11-08,38,53,46,627,1745
2016-11-09,41,54,48,628,1745
2016-11-10,43,54,49,628,1744
2016-11-11,40,54,47,629,1744
2016-11-12,36,54,45,629,1744
2016-11-13,38,57,48,630,1743
2016-11-14,41,57,49,630,1743
2016-11-15,40,56,48,631,1743
2016-11-16,41,54,48,632,1743
2016-11-17,40,56,48,632,1743
2016-11-18,40,57,49,633,1743
2016-11-19,41,58,50,633,1742
2016-11-20,41,54,48,634,1742
2016-11-21,38,53,46,635,1742
2016-11-22,36,52,44,635,1742
2016-11-23,41,57,49,636,1742
2016-11-24,39,55,47,636,1742
2016-11-25,39,56,48,637,1742
2016-11-26,42,57,50,638,1742
2016-11-27,41,56,49,638,1742
2016-11-28,38,54,46,639,1742
2016-11-29,38,52,45,640,1742
2016-11-30,34,46,40,640,1743
2016-12-01,31,37,34,641,1743
2016-12-02,32,38,35,641,1743
2016-12-03,35,44,40,642,1743
2016-12-04,37,44,41,643,1743
2016-12-05,42,52,47,643,1743
2016-12-06,40,52,46,644,1744
2016-12-07,37,49,43,645,1744
2016-12-08,40,51,46,645,1744
2016-12-09,39,50,45,646,1745
2016-12-10,39,43,41,646,1745
2016-12-11,37,50,44,647,1745
2016-12-12,36,49,43,648,1746
2016-12-13,36,48,42,648,1746
2016-12-14,36,53,45,649,1746
2016-12-15,33,55,44,649,1747
2016-12-16,34,44,39,650,1747
2016-12-17,35,48,42,650,1748
2016-12-18,33,41,37,651,1748
2016-12-19,37,50,44,651,1749
2016-12-20,38,51,45,652,1749
2016-12-21,37,53,45,652,1750
2016-12-22,38,56,47,653,1750
2016-12-23,39,55,47,653,1751
2016-12-24,37,56,47,654,1751
2016-12-25,36,48,42,654,1752
2016-12-26,35,49,42,655,1752
2016-12-27,35,53,44,655,1753
2016-12-28,35,51,43,655,1753
2016-12-29,29,45,37,656,1754
2016-12-30,33,45,39,656,1755
2016-12-31,33,43,38,657,1755
2017-01-01,31,46,39,657,1756
2017-01-02,34,52,43,657,1756
2017-01-03,35,51,43,657,1757
2017-01-04,34,50,42,658,1757
2017-01-05,33,46,40,658,1758
2017-01-06,34,48,41,658,1759
2017-01-07,33,48,41,658,1759
2017-01-08,33,52,43,659,1800
2017-01-09,39,55,47,659,1801
2017-01-10,36,53,45,659,1801
2017-01-11,34,50,42,659,1802
2017-01-12,29,49,39,659,1803
2017-01-13,34,52,43,659,1803
2017-01-14,37,50,44,659,1804
2017-01-15,35,55,45,659,1804
2017-01-16,38,51,45,700,1805
2017-01-17,39,54,47,700,1806
2017-01-18,38,54,46,700,1806
2017-01-19,43,57,50,700,1807
2017-01-20,41,61,51,659,1808
2017-01-21,36,54,45,659,1808
2017-01-22,34,49,42,659,1809
2017-01-23,31,48,40,659,1810
2017-01-24,30,45,38,659,1810
2017-01-25,29,50,40,659,1811
2017-01-26,38,54,46,659,1811
2017-01-27,42,59,51,659,1812
2017-01-28,36,55,46,658,1813
2017-01-29,34,52,43,658,1813
2017-01-30,31,49,40,658,1814
2017-01-31,33,52,43,658,1814
2017-02-01,32,48,40,657,1815
2017-02-02,31,51,41,657,1816
2017-02-03,34,47,41,657,1816
2017-02-04,33,52,43,656,1817
2017-02-05,40,57,49,656,1817
2017-02-06,41,55,48,655,1818
2017-02-07,38,51,45,655,1818
2017-02-08,38,54,46,655,1819
2017-02-09,40,55,48,654,1819
2017-02-10,44,56,50,654,1820
2017-02-11,33,53,43,653,1820
2017-02-12,32,53,43,653,1821
2017-02-13,38,56,47,652,1821
2017-02-14,41,58,50,652,1822
2017-02-15,41,56,49,651,1822
2017-02-16,37,57,47,651,1823
2017-02-17,40,57,49,650,1823
2017-02-18,37,52,45,649,1823
2017-02-19,32,47,40,649,1824
2017-02-20,28,46,37,648,1824
2017-02-21,25,40,33,647,1825
2017-02-22,27,42,35,647,1825
2017-02-23,25,42,34,646,1825
2017-02-24,25,45,35,646,1826
2017-02-25,31,47,39,645,1826
2017-02-26,36,43,40,644,1827
2017-02-27,33,43,38,643,1827
2017-02-28,34,43,39,643,1827
2017-03-01,33,44,39,642,1828
2017-03-02,34,48,41,641,1828
2017-03-03,34,52,43,640,1828
2017-03-04,33,53,43,640,1829
2017-03-05,36,51,44,639,1829
2017-03-06,34,50,42,638,1829
2017-03-07,34,52,43,637,1830
2017-03-08,36,49,43,637,1830
2017-03-09,35,46,41,636,1830
2017-03-10,33,48,41,635,1831
2017-03-11,31,42,37,634,1831
2017-03-12,31,45,38,633,1831
2017-03-13,34,50,42,632,1832
2017-03-14,35,54,45,632,1832
2017-03-15,38,56,47,631,1832
2017-03-16,35,55,45,630,1832
2017-03-17,36,56,46,629,1833
2017-03-18,39,59,49,628,1833
2017-03-19,40,55,48,627,1833
2017-03-20,38,56,47,626,1833
2017-03-21,39,60,50,626,1834
2017-03-22,41,61,51,625,1834
2017-03-23,36,51,44,624,1834
2017-03-24,38,58,48,623,1834
2017-03-25,35,56,46,622,1835
2017-03-26,35,57,46,621,1835
2017-03-27,39,59,49,620,1835
2017-03-28,40,56,48,620,1835
2017-03-29,41,58,50,619,1836
2017-03-30,37,56,47,618,1836
2017-03-31,39,53,46,617,1836
2017-04-01,35,54,45,616,1836
2017-04-02,36,54,45,615,1837
2017-04-03,38,55,47,614,1837
2017-04-04,41,61,51,614,1837
2017-04-05,46,64,55,613,1838
2017-04-06,45,62,54,612,1838
2017-04-07,46,63,55,611,1838
2017-04-08,42,64,53,610,1838
2017-04-09,41,57,49,610,1839
2017-04-10,38,53,46,609,1839
2017-04-11,36,56,46,608,1839
2017-04-12,34,48,41,607,1839
2017-04-13,36,55,46,606,1840
2017-04-14,34,47,41,606,1840
2017-04-15,34,51,43,605,1840
2017-04-16,37,53,45,604,1841
2017-04-17,35,54,45,603,1841
2017-04-18,36,52,44,602,1841
2017-04-19,,,,602,1841
2017-04-20,35,53,44,601,1842
2017-04-21,35,56,46,600,1842
2017-04-22,38,61,50,600,1842
2017-04-23,39,55,47,559,1843
2017-04-24,38,55,47,558,1843
2017-04-25,40,60,50,558,1843
2017-04-26,44,59,52,557,1844
2017-04-27,42,58,50,556,1844
2017-04-28,35,53,44,556,1844
2017-04-29,36,50,43,555,1845
2017-04-30,35,44,40,554,1845
2017-05-01,35,46,41,554,1845
2017-05-02,35,49,42,553,1846
2017-05-03,36,47,42,553,1846
2017-05-04,38,60,49,552,1846
2017-05-05,38,60,49,552,1847
2017-05-06,40,61,51,551,1847
2017-05-07,39,56,48,550,1847
2017-05-08,38,57,48,550,1848
2017-05-09,36,56,46,550,1848
2017-05-10,35,53,44,549,1849
2017-05-11,36,50,43,549,1849
2017-05-12,37,58,48,548,1849
2017-05-13,38,55,47,548,1850
2017-05-14,36,55,46,547,1850
2017-05-15,34,53,44,547,1851
2017-05-16,35,53,44,547,1851
2017-05-17,34,53,44,546,1851
2017-05-18,35,49,42,546,1852
2017-05-19,35,51,43,546,1852
2017-05-20,39,57,48,545,1853
2017-05-21,43,56,50,545,1853
2017-05-22,43,63,53,545,1853
2017-05-23,43,65,54,545,1854
2017-05-24,42,53,48,544,1854
2017-05-25,38,53,46,544,1855
2017-05-26,35,50,43,544,1855
2017-05-27,33,48,41,544,1855
2017-05-28,32,49,41,544,1856
2017-05-29,38,53,46,543,1856
2017-05-30,36,56,46,543,1856
2017-05-31,43,58,51,543,1857
2017-06-01,45,62,54,543,1857
2017-06-02,44,64,54,543,1858
2017-06-03,44,63,54,543,1858
2017-06-04,44,63,54,543,1858
2017-06-05,43,59,51,543,1859
2017-06-06,42,60,51,543,1859
2017-06-07,43,62,53,543,1859
2017-06-08,47,64,56,543,1900
2017-06-09,46,66,56,543,1900
2017-06-10,43,62,53,543,1900
2017-06-11,41,61,51,543,1901
2017-06-12,42,58,50,543,1901
2017-06-13,40,60,50,543,1901
2017-06-14,39,57,48,544,1902
2017-06-15,39,55,47,544,1902
2017-06-16,40,58,49,544,1902
2017-06-17,42,59,51,544,1902
2017-06-18,46,60,53,544,1903
2017-06-19,46,65,56,544,1903
2017-06-20,47,64,56,545,1903
2017-06-21,47,62,55,545,1903
2017-06-22,46,61,54,545,1904
2017-06-23,45,57,51,545,1904
2017-06-24,45,62,54,545,1904
2017-06-25,44,57,51,546,1904
2017-06-26,40,62,51,546,1904
2017-06-27,45,63,54,546,1904
2017-06-28,41,56,49,546,1905
2017-06-29,42,61,52,547,1905
2017-06-30,44,61,53,547,1905
2017-07-01,40,57,49,547,1905
2017-07-02,39,54,47,548,1905
2017-07-03,42,59,51,548,1905
2017-07-04,40,56,48,548,1905
2017-07-05,40,56,48,549,1905
2017-07-06,41,57,49,549,1905
2017-07-07,40,59,50,549,1905
2017-07-08,39,58,49,550,1905
2017-07-09,40,54,47,550,1905
2017-07-10,38,53,46,550,1905
2017-07-11,39,55,47,551,1905
2017-07-12,40,57,49,551,1905
2017-07-13,39,58,49,551,1904
2017-07-14,38,54,46,552,1904
2017-07-15,36,52,44,552,1904
2017-07-16,42,58,50,553,1904
2017-07-17,42,57,50,553,1904
2017-07-18,41,53,47,553,1904
2017-07-19,40,59,50,554,1903
2017-07-20,41,61,51,554,1903
2017-07-21,40,60,50,554,1903
2017-07-22,42,60,51,555,1902
2017-07-23,40,62,51,555,1902
2017-07-24,42,53,48,556,1902
2017-07-25,40,58,49,556,1901
2017-07-26,38,58,48,556,1901
2017-07-27,43,59,51,557,1901
2017-07-28,44,60,52,557,1900
2017-07-29,41,57,49,557,1900
2017-07-30,44,61,53,558,1859
2017-07-31,44,63,54,558,1859
2017-08-01,42,56,49,558,1859
2017-08-02,39,54,47,559,1858
2017-08-03,40,54,47,559,1858
2017-08-04,42,63,53,559,1857
2017-08-05,45,65,55,600,1857
2017-08-06,43,58,51,600,1856
2017-08-07,43,58,51,600,1855
2017-08-08,42,59,51,601,1855
2017-08-09,42,58,50,601,1854
2017-08-10,41,59,50,601,1854
2017-08-11,45,63,54,602,1853
2017-08-12,47,66,57,602,1852
2017-08-13,45,62,54,602,1852
2017-08-14,43,58,51,603,1851
2017-08-15,43,59,51,603,1850
2017-08-16,43,58,51,603,1850
2017-08-17,41,58,50,603,1849
2017-08-18,42,60,51,604,1848
2017-08-19,39,56,48,604,1848
2017-08-20,40,55,48,604,1847
2017-08-21,38,49,44,604,1846
2017-08-22,40,57,49,605,1845
2017-08-23,44,59,52,605,1845
2017-08-24,44,62,53,605,1844
2017-08-25,44,61,53,605,1843
2017-08-26,41,58,50,606,1842
2017-08-27,40,58,49,606,1841
2017-08-28,38,55,47,606,1841
2017-08-29,39,52,46,606,1840
2017-08-30,37,54,46,607,1839
2017-08-31,40,59,50,607,1838
2017-09-01,44,63,54,607,1837
2017-09-02,40,56,48,607,1836
2017-09-03,42,59,51,607,1836
2017-09-04,40,58,49,608,1835
2017-09-05,40,58,49,608,1834
2017-09-06,41,55,48,608,1833
2017-09-07,37,53,45,608,1832
2017-09-08,39,53,46,608,1831
2017-09-09,38,51,45,609,1830
2017-09-10,39,53,46,609,1829
2017-09-11,41,55,48,609,1828
2017-09-12,42,58,50,609,1828
2017-09-13,43,56,50,609,1827
2017-09-14,43,59,51,610,1826
2017-09-15,42,60,51,610,1825
2017-09-16,42,60,51,610,1824
2017-09-17,45,64,55,610,1823
2017-09-18,42,60,51,610,1822
2017-09-19,39,57,48,611,1821
2017-09-20,38,50,44,611,1820
2017-09-21,39,53,46,611,1819
2017-09-22,37,50,44,611,1819
2017-09-23,39,54,47,611,1818
2017-09-24,35,54,45,612,1817
2017-09-25,39,56,48,612,1816
2017-09-26,37,56,47,612,1815
2017-09-27,39,58,49,612,1814
2017-09-28,40,60,50,612,1813
2017-09-29,41,60,51,613,1812
2017-09-30,36,51,44,613,1811
2017-10-01,37,53,45,613,1811
2017-10-02,38,54,46,613,1810
2017-10-03,39,56,48,614,1809
2017-10-04,40,60,50,614,1808
2017-10-05,42,60,51,614,1807
2017-10-06,43,58,51,614,1806
2017-10-07,41,55,48,615,1805
2017-10-08,42,58,50,615,1805
2017-10-09,48,59,54,615,1804
2017-10-10,44,59,52,615,1803
2017-10-11,44,57,51,616,1802
2017-10-12,41,57,49,616,1801
2017-10-13,39,53,46,616,1801
2017-10-14,37,54,46,616,1800
2017-10-15,39,51,45,617,1759
2017-10-16,38,57,48,617,1758
2017-10-17,40,57,49,617,1758
2017-10-18,44,60,52,618,1757
2017-10-19,42,59,51,618,1756
2017-10-20,39,54,47,618,1755
2017-10-21,39,57,48,619,1755
2017-10-22,38,53,46,619,1754
2017-10-23,38,55,47,620,1753
2017-10-24,44,54,49,620,1753
2017-10-25,44,52,48,620,1752
2017-10-26,42,60,51,621,1752
2017-10-27,40,60,50,621,1751
2017-10-28,42,59,51,622,1750
2017-10-29,40,55,48,622,1750
2017-10-30,39,53,46,622,1749
2017-10-31,37,51,44,623,1749
2017-11-01,37,54,46,623,1748
2017-11-02,37,56,47,624,1748
2017-11-03,41,57,49,624,1747
2017-11-04,41,55,48,625,1747
2017-11-05,41,58,50,625,1746
2017-11-06,44,61,53,626,1746
2017-11-07,42,62,52,626,1746
2017-11-08,42,60,51,627,1745
2017-11-09,40,58,49,627,1745
2017-11-10,39,57,48,628,1745
2017-11-11,39,53,46,628,1744
2017-11-12,36,47,42,629,1744
2017-11-13,35,49,42,629,1744
2017-11-14,36,50,43,630,1743
2017-11-15,36,50,43,630,1743
2017-11-16,34,48,41,631,1743
2017-11-17,35,51,43,632,1743
2017-11-18,36,50,43,632,1743
2017-11-19,36,47,42,633,1743
2017-11-20,34,50,42,633,1742
2017-11-21,34,48,41,634,1742
2017-11-22,33,48,41,635,1742
2017-11-23,31,47,39,635,1742
2017-11-24,35,50,43,636,1742
2017-11-25,33,47,40,636,1742
2017-11-26,33,48,41,637,1742
2017-11-27,35,45,40,638,1742
2017-11-28,40,47,44,638,1742
2017-11-29,39,49,44,639,1742
2017-11-30,39,47,43,640,1742
2017-12-01,39,49,44,640,1743
2017-12-02,34,46,40,641,1743
2017-12-03,35,50,43,641,1743
2017-12-04,36,53,45,642,1743
2017-12-05,32,49,41,643,1743
2017-12-06,33,47,40,643,1743
2017-12-07,34,50,42,644,1744
2017-12-08,33,53,43,645,1744
2017-12-09,37,58,48,645,1744
2017-12-10,35,52,44,646,1745
2017-12-11,34,54,44,646,1745
2017-12-12,35,56,46,647,1745
2017-12-13,32,45,39,648,1746
2017-12-14,30,45,38,648,1746
2017-12-15,31,44,38,649,1746
2017-12-16,32,49,41,649,1747
2017-12-17,36,52,44,650,1747
2017-12-18,36,49,43,650,1748
2017-12-19,35,43,39,651,1748
2017-12-20,33,38,36,651,1749
2017-12-21,32,39,36,652,1749
2017-12-22,31,49,40,652,1750
2017-12-23,36,50,43,653,1750
2017-12-24,36,54,45,653,1751
2017-12-25,34,50,42,654,1751
2017-12-26,35,53,44,654,1752
2017-12-27,37,53,45,655,1752
2017-12-28,36,49,43,655,1753
2017-12-29,33,52,43,655,1753
2017-12-30,36,52,44,656,1754
2017-12-31,34,54,44,656,1755
2018-01-01,35,52,44,657,1756
2018-01-02,32,56,44,657,1756
2018-01-03,35,49,42,657,1757
2018-01-04,39,55,47,658,1757
2018-01-05,38,55,47,658,1758
2018-01-06,39,58,49,658,1759
2018-01-07,38,54,46,658,1759
2018-01-08,40,53,47,659,1800
2018-01-09,34,50,42,659,1801
2018-01-10,31,47,39,659,1801
2018-01-11,31,46,39,659,1802
2018-01-12,32,52,42,659,1803
2018-01-13,37,53,45,659,1803
2018-01-14,37,54,46,659,1804
2018-01-15,36,54,45,659,1804
2018-01-16,38,55,47,700,1805
2018-01-17,37,57,47,700,1806
2018-01-18,36,54,45,700,1806
2018-01-19,37,54,46,700,1807
2018-01-20,33,50,42,659,1808
2018-01-21,34,48,41,659,1808
2018-01-22,33,48,41,659,1809
2018-01-23,33,47,40,659,1810
2018-01-24,34,47,41,659,1810
2018-01-25,34,46,40,659,1811
2018-01-26,34,43,39,659,1811
2018-01-27,35,43,39,659,1812
2018-01-28,33,43,38,658,1813
2018-01-29,31,46,39,658,1813
2018-01-30,34,50,42,658,1814
2018-01-31,33,46,40,658,1814
2018-02-01,35,51,43,657,1815
2018-02-02,37,50,44,657,1816
2018-02-03,37,50,44,657,1816
2018-02-04,34,49,42,656,1817
2018-02-05,32,48,40,656,1817
2018-02-06,31,41,36,655,1818
2018-02-07,28,42,35,655,1818
2018-02-08,30,45,38,655,1819
2018-02-09,29,45,37,654,1819
2018-02-10,31,46,39,654,1820
2018-02-11,35,49,42,653,1820
2018-02-12,36,52,44,653,1821
2018-02-13,40,55,48,652,1821
2018-02-14,41,55,48,652,1822
2018-02-15,39,56,48,651,1822
2018-02-16,38,55,47,651,1823
2018-02-17,34,42,38,650,1823
2018-02-18,33,47,40,649,1823
2018-02-19,31,43,37,649,1824
2018-02-20,31,47,39,648,1824
2018-02-21,38,43,41,647,1825
2018-02-22,35,41,38,647,1825
2018-02-23,35,45,40,646,1825
2018-02-24,37,49,43,646,1826
2018-02-25,38,46,42,645,1826
2018-02-26,37,49,43,644,1827
2018-02-27,36,51,44,643,1827
2018-02-28,39,56,48,643,1827
2018-03-01,40,53,47,642,1828
2018-03-02,40,54,47,641,1828
2018-03-03,40,52,46,640,1828
2018-03-04,38,54,46,640,1829
2018-03-05,34,46,40,639,1829
2018-03-06,31,46,39,638,1829
2018-03-07,30,44,37,637,1830
2018-03-08,31,44,38,637,1830
2018-03-09,33,46,40,636,1830
2018-03-10,35,49,42,635,1831
2018-03-11,35,52,44,634,1831
2018-03-12,39,44,42,633,1831
2018-03-13,38,44,41,632,1832
2018-03-14,39,48,44,632,1832
2018-03-15,36,47,42,631,1832
2018-03-16,36,47,42,630,1832
2018-03-17,38,49,44,629,1833
2018-03-18,36,52,44,628,1833
2018-03-19,35,48,42,627,1833
2018-03-20,35,45,40,626,1833
2018-03-21,37,46,42,626,1834
2018-03-22,36,45,41,625,1834
2018-03-23,38,50,44,624,1834
2018-03-24,33,42,38,623,1834
2018-03-25,35,49,42,622,1835
2018-03-26,34,45,40,621,1835
2018-03-27,33,53,43,620,1835
2018-03-28,35,55,45,620,1835
2018-03-29,35,52,44,619,1836
2018-03-30,33,53,43,618,1836
